Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
epidermis	ARR14_2	RAP2.6_3ARY	10	1071	454	0.988831	0.988831	1	1	AT1G20970;AT1G26700;AT1G80240;AT2G37980;AT3G28380;AT3G48260;AT4G03820;AT4G05160;AT5G15510;AT5G25440;
epidermis	ARR14_2	REM1	22	835	454	0.0309273	0.278346	1	1	AT1G22400;AT1G23160;AT1G30720;AT2G27660;AT2G37260;AT2G44380;AT3G04320;AT3G10660;AT3G28380;AT3G28550;AT3G58600;AT4G05160;AT4G24310;AT4G25350;AT4G25400;AT4G33790;AT4G37820;AT5G11540;AT5G15940;AT5G40510;AT5G44585;AT5G57400;
epidermis	ARR14_2	REM1_2	19	980	454	0.319597	0.665479	1	1	AT1G26700;AT1G58037;AT1G63100;AT2G44380;AT3G28380;AT3G28550;AT3G48260;AT3G58600;AT4G10370;AT4G15070;AT4G19030;AT4G37820;AT5G03040;AT5G13820;AT5G23820;AT5G26260;AT5G35940;AT5G40510;AT5G62340;
epidermis	ARR14_2	RRTF1	9	1179	454	0.998517	0.998517	1	1	AT1G06320;AT1G16030;AT1G80240;AT2G37980;AT4G03820;AT5G15510;AT5G25440;AT5G35940;AT5G40510;
epidermis	ARR14_2	RRTF1_2	10	1071	454	0.988831	0.988831	1	1	AT1G20970;AT2G37980;AT2G38870;AT3G28380;AT3G29780;AT4G03820;AT4G24310;AT5G15510;AT5G25440;AT5G40510;
epidermis	ARR14_2	RRTF1_3ARY	10	1130	454	0.99383	0.99383	1	1	AT1G20970;AT2G37980;AT2G38870;AT3G28380;AT3G29780;AT4G03820;AT4G24310;AT5G15510;AT5G25440;AT5G35940;
epidermis	ARR14_2	RVE1	6	553	454	0.913352	0.913352	1	1	AT3G29075;AT4G00080;AT4G30080;AT5G26260;AT5G44585;AT5G55520;
epidermis	ARR14_2	RVE1_2	5	285	454	0.538952	0.665479	1	1	AT2G24170;AT3G59850;AT4G33790;AT5G55520;AT5G62340;
epidermis	ARR14_2	SPL1	20	1167	454	0.527866	0.665479	1	1	AT1G06320;AT1G16030;AT1G56630;AT2G37540;AT2G43040;AT2G44380;AT3G05270;AT3G28380;AT3G46810;AT3G49601;AT3G51340;AT3G59850;AT3G62280;AT4G15070;AT4G24310;AT5G25440;AT5G40510;AT5G55520;AT5G66230;AT5G66870;
epidermis	ARR14_2	SPL1_2	25	1128	454	0.112919	0.564593	1	1	AT1G33612;AT1G56630;AT2G37540;AT2G38940;AT2G43040;AT2G44380;AT3G05270;AT3G28380;AT3G46810;AT3G49601;AT3G59850;AT3G62280;AT4G00080;AT4G05160;AT4G15070;AT4G19030;AT4G24310;AT4G25350;AT4G26630;AT4G37820;AT5G15130;AT5G25440;AT5G26260;AT5G66230;AT5G66870;
epidermis	ARR14_2	SPL7	19	1032	454	0.403248	0.665479	1	1	AT1G56630;AT1G80240;AT2G24170;AT2G37540;AT2G37980;AT2G38870;AT2G43040;AT3G28380;AT3G62280;AT4G05160;AT4G15070;AT4G24310;AT4G26630;AT5G25440;AT5G26260;AT5G40510;AT5G55520;AT5G66230;AT5G66870;
epidermis	ARR14_2	STY1	10	1168	454	0.995841	0.995841	1	1	AT1G63100;AT3G29780;AT3G46810;AT3G51340;AT3G58600;AT4G24310;AT5G15940;AT5G25440;AT5G62340;AT5G66870;
epidermis	ARR14_2	STY1_2	19	954	454	0.279716	0.665479	1	1	AT1G06320;AT1G33240;AT1G69810;AT2G27660;AT2G35230;AT2G40750;AT2G43040;AT3G21620;AT3G28550;AT3G29780;AT4G00080;AT4G03480;AT4G30080;AT5G04970;AT5G12480;AT5G40510;AT5G45510;AT5G57400;AT5G62340;
epidermis	ARR14_2	TCP15	7	815	454	0.986834	0.986834	1	1	AT2G43040;AT3G62280;AT3G63470;AT4G15070;AT5G03040;AT5G23820;AT5G66230;
epidermis	ARR14_2	TCP16	11	864	454	0.876144	0.876144	1	1	AT1G22400;AT1G52910;AT3G28380;AT3G29780;AT3G58600;AT3G62280;AT4G10370;AT4G37820;AT5G03040;AT5G15510;AT5G66230;
epidermis	ARR14_2	TCP23	12	907	454	0.853197	0.853197	1	1	AT2G37980;AT2G43040;AT3G29780;AT3G48260;AT3G58600;AT3G62280;AT3G63470;AT4G15070;AT4G37820;AT5G03040;AT5G23820;AT5G66230;
epidermis	ARR14_2	TGA2	20	838	454	0.0853355	0.491921	1	1	AT1G20970;AT1G22400;AT1G33240;AT1G56630;AT1G73160;AT2G27660;AT2G38870;AT2G40750;AT3G05270;AT3G07000;AT3G28380;AT4G05160;AT4G19030;AT4G33790;AT4G37820;AT5G03040;AT5G11540;AT5G15510;AT5G18860;AT5G40510;
epidermis	ARR14_2	TGA2_2	22	1000	454	0.137645	0.57387	1	1	AT1G30720;AT1G33240;AT1G80240;AT2G35230;AT2G38870;AT2G40750;AT2G43040;AT3G28550;AT4G03820;AT4G05160;AT4G10370;AT4G15070;AT4G19030;AT4G26630;AT4G37820;AT5G11540;AT5G13820;AT5G15510;AT5G18860;AT5G26260;AT5G35940;AT5G40510;
epidermis	ARR14_2	TOE1	9	786	454	0.923459	0.923459	1	1	AT1G65730;AT1G73280;AT4G03820;AT4G05160;AT4G24310;AT4G31650;AT4G37820;AT5G04970;AT5G25440;
epidermis	ARR14_2	TOE1_2	15	912	454	0.597485	0.665479	1	1	AT1G06320;AT1G65730;AT1G80240;AT2G38870;AT2G43040;AT4G19030;AT4G24310;AT4G25350;AT4G26630;AT4G30080;AT4G37820;AT5G23820;AT5G25440;AT5G26260;AT5G40510;
epidermis	ARR14_2	TOE1_3ARY	14	725	454	0.359084	0.665479	1	1	AT1G23160;AT2G24170;AT2G37540;AT2G38870;AT2G46140;AT3G21620;AT3G29780;AT3G46810;AT4G24310;AT4G25350;AT5G15940;AT5G47950;AT5G55520;AT5G62340;
epidermis	ARR14_2	TOE2	11	781	454	0.783447	0.783447	1	1	AT1G56630;AT1G65730;AT1G73280;AT4G03820;AT4G05160;AT4G24310;AT4G25400;AT4G31650;AT4G37820;AT5G04970;AT5G25440;
epidermis	ARR14_2	TOE2_2	13	856	454	0.706735	0.706735	1	1	AT1G65730;AT1G73280;AT1G80240;AT2G38870;AT2G43040;AT4G19030;AT4G24310;AT4G25350;AT4G26630;AT4G30080;AT5G23820;AT5G25440;AT5G40510;
epidermis	ARR14_2	TOE2_3ARY	16	651	454	0.0950856	0.491921	1	1	AT1G23160;AT1G52910;AT1G73280;AT2G24170;AT2G37540;AT2G38870;AT2G46140;AT3G21620;AT3G29780;AT4G24310;AT4G25350;AT5G15940;AT5G40510;AT5G44585;AT5G47950;AT5G62340;
epidermis	ARR14_2	WOX13	15	880	454	0.541481	0.665479	1	1	AT1G02440;AT1G58037;AT1G80240;AT2G22795;AT2G43040;AT3G05270;AT3G10660;AT3G58600;AT3G62280;AT4G05160;AT4G15070;AT4G26630;AT5G15130;AT5G23820;AT5G66840;
epidermis	ARR14_2	WOX13_2	13	756	454	0.530811	0.665479	1	1	AT1G26700;AT1G33240;AT1G33612;AT1G52910;AT1G69810;AT2G38870;AT3G21620;AT3G54270;AT4G05160;AT4G10370;AT4G37820;AT5G24230;AT5G46040;
epidermis	ARR14_2	WRKY12	28	1000	454	0.00772439	0.117354	1	1	AT1G02440;AT1G22400;AT1G30720;AT1G33612;AT1G52910;AT1G56630;AT1G58037;AT1G69810;AT2G24170;AT2G27660;AT2G38870;AT2G38940;AT3G04320;AT3G19320;AT3G28380;AT3G28550;AT3G48260;AT3G51340;AT3G58600;AT3G63470;AT4G15070;AT4G24310;AT4G25350;AT5G13820;AT5G15130;AT5G25440;AT5G40510;AT5G44585;
epidermis	ARR14_2	WRKY18	23	1045	454	0.130944	0.57387	1	1	AT1G02440;AT1G30720;AT1G33240;AT1G33612;AT1G52910;AT2G22795;AT2G27660;AT2G37260;AT2G37540;AT3G04320;AT3G19320;AT3G28380;AT3G28550;AT3G48260;AT3G51340;AT4G00080;AT4G24310;AT4G31650;AT5G11540;AT5G23820;AT5G25440;AT5G40510;AT5G44585;
epidermis	ARR14_2	WRKY38	25	1000	454	0.0384201	0.307361	1	1	AT1G02440;AT1G22400;AT1G30720;AT1G33612;AT1G52910;AT1G69810;AT2G24170;AT2G27660;AT2G38940;AT3G04320;AT3G07000;AT3G19320;AT3G28380;AT3G28550;AT3G51340;AT3G58600;AT3G62280;AT3G63470;AT4G15070;AT4G24310;AT4G25350;AT5G13820;AT5G25440;AT5G40510;AT5G44585;
epidermis	ARR14_2	WRKY45	26	921	454	0.00911062	0.130064	1	1	AT1G02440;AT1G22400;AT1G30720;AT1G33612;AT1G52910;AT1G69810;AT2G27660;AT2G38870;AT2G38940;AT3G04320;AT3G07000;AT3G19320;AT3G28380;AT3G28550;AT3G51340;AT3G58600;AT3G62280;AT3G63470;AT4G15070;AT4G24310;AT4G25350;AT5G12480;AT5G13820;AT5G25440;AT5G40510;AT5G44585;
epidermis	ARR14_2	YAB1	11	653	454	0.562271	0.665479	1	1	AT1G80240;AT3G07000;AT3G15950;AT3G54270;AT4G05160;AT4G25400;AT4G37820;AT5G11540;AT5G26260;AT5G45510;AT5G57400;
epidermis	ARR14_2	YAB5	25	774	454	0.00194829	0.0448107	0.884524	1	AT1G02440;AT1G20970;AT1G33612;AT1G52910;AT1G66280;AT1G80240;AT2G46140;AT3G04320;AT3G10660;AT3G15950;AT3G28380;AT3G48260;AT3G54270;AT3G63470;AT4G05160;AT4G15070;AT4G25400;AT4G26630;AT4G33790;AT5G15940;AT5G35940;AT5G40510;AT5G44585;AT5G57400;AT5G66230;
epidermis	ARR14_2	ZAT14	20	851	454	0.095669	0.491921	1	1	AT1G06320;AT1G23160;AT1G52910;AT1G73160;AT2G37260;AT2G46140;AT3G07000;AT3G15950;AT3G28380;AT3G28550;AT3G48260;AT3G49601;AT4G03480;AT4G10370;AT4G19030;AT5G25440;AT5G35940;AT5G57400;AT5G62340;AT5G66230;
epidermis	ARR14_2	ZAT18	15	952	454	0.663018	0.665479	1	1	AT1G22400;AT1G52910;AT1G73160;AT2G24170;AT2G27660;AT2G43480;AT3G15950;AT3G48260;AT4G10370;AT4G15070;AT4G37820;AT5G25440;AT5G57400;AT5G62340;AT5G66230;
epidermis	ARR14_2	ZAT2	18	1163	454	0.700789	0.700789	1	1	AT1G06320;AT1G20970;AT1G33240;AT1G58037;AT1G69810;AT2G35230;AT2G38870;AT3G07000;AT3G15950;AT3G28550;AT3G29780;AT3G46810;AT3G48260;AT3G51340;AT4G00080;AT4G05160;AT4G24310;AT5G44585;
epidermis	ARR14_2	ZAT6	16	755	454	0.223913	0.665479	1	1	AT1G06320;AT1G20970;AT1G58037;AT1G69810;AT2G22795;AT2G27660;AT2G37980;AT3G07000;AT3G21620;AT3G28550;AT3G46810;AT3G49601;AT5G11540;AT5G13820;AT5G24230;AT5G25440;
epidermis	ARR14_3ARY	AT1G77200	8	860	454	0.9809	0.9809	1	1	AT2G16270;AT2G22795;AT2G47550;AT3G10660;AT3G49601;AT4G32000;AT5G11540;AT5G26260;
epidermis	ARR14_3ARY	AT4G35610	18	967	454	0.389593	0.665479	1	1	AT1G05280;AT1G15570;AT1G18370;AT1G55420;AT1G65010;AT1G79580;AT2G17080;AT2G20960;AT2G23410;AT2G46240;AT3G10660;AT3G16410;AT3G21630;AT3G24630;AT4G15070;AT4G15563;AT4G37070;AT5G44585;
epidermis	ARR14_3ARY	AT5G28300	10	854	454	0.921278	0.921278	1	1	AT1G55420;AT2G04090;AT2G05160;AT2G17070;AT2G22630;AT2G23410;AT2G47550;AT4G00080;AT4G37340;AT5G54370;
epidermis	ARR14_3ARY	ATERF1	8	928	454	0.990589	0.990589	1	1	AT1G13510;AT1G16630;AT2G22970;AT4G05160;AT4G10350;AT4G23570;AT4G24310;AT5G23820;
epidermis	ARR14_3ARY	ATERF1_2	13	890	454	0.7563	0.7563	1	1	AT1G16630;AT1G48510;AT2G16270;AT2G17070;AT2G22970;AT3G14470;AT3G24630;AT4G05160;AT4G10350;AT4G15070;AT4G23570;AT5G44585;AT5G66870;
epidermis	ARR14_3ARY	ATHB12	16	803	454	0.300904	0.665479	1	1	AT1G13510;AT1G28290;AT1G63010;AT1G65845;AT1G73160;AT2G04090;AT2G05160;AT2G22795;AT2G31540;AT2G46240;AT3G10660;AT3G14470;AT3G62280;AT4G05160;AT4G15070;AT5G23820;
epidermis	ARR14_3ARY	ATHB51	18	778	454	0.121534	0.57387	1	1	AT1G55420;AT1G65730;AT1G65845;AT1G66280;AT1G66800;AT2G04100;AT2G22970;AT2G31540;AT2G43480;AT2G46140;AT2G47550;AT4G05160;AT4G11610;AT4G24340;AT4G25350;AT4G37070;AT5G11540;AT5G23820;
epidermis	ARR14_3ARY	BZIP60	8	858	454	0.980509	0.980509	1	1	AT1G13530;AT1G48510;AT1G79580;AT2G22795;AT4G15070;AT5G03040;AT5G11540;AT5G54370;
epidermis	ARR14_3ARY	BZIP60_2	9	872	454	0.964147	0.964147	1	1	AT1G65730;AT2G46140;AT3G20360;AT4G01240;AT4G15070;AT4G37340;AT5G03040;AT5G26260;AT5G58784;
epidermis	ARR14_3ARY	CCA1	2	97	454	0.495823	0.665479	1	1	AT3G28550;AT5G57500;
epidermis	ARR14_3ARY	CCA1_2	6	354	454	0.565118	0.665479	1	1	AT1G13510;AT1G23160;AT1G66280;AT2G43480;AT2G47550;AT5G26260;
epidermis	ARR14_3ARY	DAG2	6	761	454	0.990562	0.990562	1	1	AT1G16630;AT1G51790;AT1G65481;AT2G16270;AT5G03040;AT5G57500;
epidermis	ARR14_3ARY	DDF1	9	755	454	0.901184	0.901184	1	1	AT1G65010;AT1G66800;AT2G16270;AT4G05160;AT4G15070;AT4G32000;AT5G11540;AT5G37500;AT5G43030;
epidermis	ARR14_3ARY	DEAR3	8	932	454	0.990983	0.990983	1	1	AT1G05280;AT1G19900;AT2G22795;AT4G10350;AT4G23570;AT4G24310;AT5G26260;AT5G54370;
epidermis	ARR14_3ARY	DEAR3_2	7	793	454	0.983315	0.983315	1	1	AT2G46140;AT4G05160;AT4G11610;AT4G24310;AT4G25350;AT4G32000;AT5G26260;
epidermis	ARR14_3ARY	DEAR4	6	806	454	0.994438	0.994438	1	1	AT1G63010;AT2G04090;AT2G22795;AT3G10660;AT5G11540;AT5G26260;
epidermis	ARR14_3ARY	DEAR4_2	5	893	454	0.999439	0.999439	1	1	AT1G05280;AT1G48510;AT4G05160;AT4G10350;AT5G54370;
epidermis	ARR14_3ARY	DOF5.7	11	737	454	0.71781	0.71781	1	1	AT1G05280;AT1G12740;AT1G63010;AT1G65010;AT2G16270;AT2G20960;AT3G49601;AT4G11050;AT4G31650;AT5G03040;AT5G37500;
epidermis	ARR14_3ARY	DOF5.7_2	18	817	454	0.165159	0.660637	1	1	AT1G65730;AT1G66800;AT3G20360;AT3G28550;AT3G45390;AT4G08850;AT4G10350;AT4G15070;AT4G24310;AT4G25350;AT4G31650;AT4G37340;AT5G11540;AT5G43030;AT5G48180;AT5G54370;AT5G55660;AT5G57500;
epidermis	ARR14_3ARY	DREB2C	12	870	454	0.813331	0.813331	1	1	AT1G05280;AT1G16630;AT2G17070;AT2G22970;AT3G24630;AT3G62280;AT4G00080;AT4G10350;AT4G15070;AT4G23570;AT4G25350;AT5G66870;
epidermis	ARR14_3ARY	DREB2C_2	4	861	454	0.999792	0.999792	1	1	AT1G48510;AT2G22795;AT5G11540;AT5G26260;
epidermis	ARR14_3ARY	ERF1	10	916	454	0.95306	0.95306	1	1	AT1G05280;AT1G16630;AT1G48510;AT2G22970;AT4G05160;AT4G10350;AT4G23570;AT4G24310;AT5G26260;AT5G66870;
epidermis	ARR14_3ARY	ETT	7	787	454	0.982213	0.982213	1	1	AT1G51790;AT1G55420;AT2G22795;AT2G37700;AT2G46140;AT3G10660;AT4G05160;
epidermis	ARR14_3ARY	ETT_2	20	794	454	0.0559457	0.39162	1	1	AT1G48510;AT1G51790;AT1G65010;AT2G04090;AT2G16270;AT2G17070;AT2G22630;AT2G22970;AT2G23410;AT2G37700;AT2G47550;AT3G14470;AT3G20360;AT3G49601;AT4G15070;AT4G25350;AT4G37070;AT5G37500;AT5G57500;AT5G58784;
epidermis	ARR14_3ARY	GATA12	0	39	454	1	1	1	1	
epidermis	ARR14_3ARY	GLK1	5	303	454	0.593305	0.665479	1	1	AT1G13510;AT1G23160;AT4G11610;AT5G37500;AT5G66870;
epidermis	ARR14_3ARY	GLK1_2	7	404	454	0.538446	0.665479	1	1	AT1G12740;AT1G57590;AT1G65730;AT2G05160;AT2G43480;AT3G19320;AT3G45390;
epidermis	ARR14_3ARY	HSFB2A	9	599	454	0.698319	0.698319	1	1	AT1G12740;AT1G28290;AT2G17070;AT2G46240;AT2G47550;AT3G14470;AT3G16410;AT5G37500;AT5G44585;
epidermis	ARR14_3ARY	HSFB2A_2	11	863	454	0.875253	0.875253	1	1	AT1G16630;AT1G18370;AT1G66800;AT3G14470;AT3G28550;AT4G00080;AT4G01240;AT4G23570;AT5G23820;AT5G48180;AT5G51490;
epidermis	ARR14_3ARY	HSFC1	11	804	454	0.813107	0.813107	1	1	AT1G16630;AT1G18370;AT1G66800;AT2G17070;AT3G14470;AT3G15340;AT3G28550;AT4G00080;AT4G23570;AT5G48180;AT5G51490;
epidermis	ARR14_3ARY	HSFC1_2	9	683	454	0.828318	0.828318	1	1	AT1G12740;AT1G15570;AT1G79580;AT2G17070;AT2G47550;AT3G14470;AT3G16410;AT5G37500;AT5G66870;
epidermis	ARR14_3ARY	ICU4	21	776	454	0.0269292	0.248254	1	1	AT1G05280;AT1G12740;AT1G16630;AT1G19900;AT1G55420;AT1G65730;AT2G04090;AT2G04100;AT2G05160;AT2G19060;AT2G22795;AT2G25980;AT2G31540;AT2G43480;AT2G46140;AT3G10660;AT4G05160;AT4G11610;AT4G24340;AT4G37070;AT4G37340;
epidermis	ARR14_3ARY	KAN1	9	663	454	0.802018	0.802018	1	1	AT1G19900;AT1G23160;AT2G47550;AT3G16410;AT3G18450;AT3G28550;AT4G00080;AT5G26260;AT5G44770;
epidermis	ARR14_3ARY	KAN4	14	747	454	0.401033	0.665479	1	1	AT1G65730;AT2G46140;AT2G46240;AT2G47550;AT3G10660;AT3G14470;AT3G15340;AT3G16410;AT3G18450;AT3G28550;AT4G32000;AT4G37340;AT5G37500;AT5G51490;
epidermis	ARR14_3ARY	KAN4_2	21	738	454	0.0166047	0.188041	1	1	AT1G05280;AT1G18370;AT1G51790;AT1G55420;AT1G65730;AT2G19060;AT2G46140;AT3G10660;AT3G14470;AT3G16410;AT3G18450;AT3G24630;AT3G28550;AT3G62280;AT4G05160;AT4G15070;AT4G15563;AT4G32000;AT5G44585;AT5G44770;AT5G51490;
epidermis	ARR14_3ARY	LBD16	6	889	454	0.997977	0.997977	1	1	AT1G16630;AT2G05160;AT2G17080;AT4G10350;AT4G24310;AT4G24340;
epidermis	ARR14_3ARY	MYB111	9	789	454	0.925368	0.925368	1	1	AT1G12740;AT1G65481;AT2G22970;AT2G31540;AT3G10660;AT3G14470;AT3G49601;AT4G05160;AT5G23820;
epidermis	ARR14_3ARY	MYB111_2	14	819	454	0.538174	0.665479	1	1	AT1G12740;AT1G65481;AT2G17080;AT2G19060;AT2G22970;AT2G31540;AT3G10660;AT3G14470;AT3G19320;AT3G49601;AT4G05160;AT4G24310;AT4G31650;AT5G23820;
epidermis	ARR14_3ARY	MYB46	9	789	454	0.925368	0.925368	1	1	AT1G12740;AT1G65481;AT2G22970;AT2G31540;AT3G10660;AT3G14470;AT3G49601;AT4G11050;AT5G23820;
epidermis	ARR14_3ARY	MYB46_2	15	851	454	0.488803	0.665479	1	1	AT1G12740;AT1G65481;AT1G66280;AT2G17070;AT2G17080;AT2G19060;AT3G15340;AT3G19320;AT4G01240;AT4G24310;AT4G25350;AT4G31650;AT5G26260;AT5G44585;AT5G55660;
epidermis	ARR14_3ARY	MYB52	7	909	454	0.995408	0.995408	1	1	AT1G16630;AT2G16270;AT3G14470;AT3G24630;AT4G11050;AT4G24310;AT5G11540;
epidermis	ARR14_3ARY	MYB52_2	14	778	454	0.460603	0.665479	1	1	AT1G02440;AT1G12740;AT1G19900;AT2G16270;AT2G19060;AT2G25980;AT3G14470;AT3G19320;AT3G21630;AT3G49601;AT4G11050;AT4G15563;AT5G26260;AT5G54370;
epidermis	ARR14_3ARY	MYB55	13	763	454	0.544283	0.665479	1	1	AT1G12740;AT1G57590;AT2G22630;AT3G10660;AT3G14470;AT3G20360;AT3G49601;AT4G01240;AT4G24310;AT5G11540;AT5G23820;AT5G37500;AT5G54370;
epidermis	ARR14_3ARY	MYB55_2	12	867	454	0.809778	0.809778	1	1	AT1G12740;AT2G17070;AT2G17080;AT2G19060;AT2G31540;AT3G14470;AT3G19320;AT4G01240;AT4G24310;AT5G26260;AT5G55660;AT5G58784;
epidermis	ARR14_3ARY	MYB59	12	747	454	0.627316	0.665479	1	1	AT1G05280;AT1G12740;AT1G51790;AT2G22630;AT3G10660;AT3G20360;AT3G49601;AT5G23820;AT5G37500;AT5G54370;AT5G57500;AT5G58784;
epidermis	ARR14_3ARY	MYC2	28	843	454	0.000702606	0.023186	0.318983	1	AT1G18370;AT1G23160;AT1G63010;AT1G65730;AT1G66280;AT1G73160;AT2G04090;AT2G04100;AT2G17070;AT2G22630;AT2G23410;AT2G25980;AT2G37700;AT2G43480;AT3G16410;AT3G19320;AT3G20360;AT3G49601;AT4G00080;AT4G01240;AT4G11610;AT4G24310;AT4G37070;AT5G23820;AT5G26260;AT5G54370;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	MYC3	32	848	454	2.86262e-05	0.00203246	0.0129963	0.54344	AT1G18370;AT1G23160;AT1G48510;AT1G63010;AT1G65010;AT1G65730;AT1G66280;AT1G73160;AT2G04100;AT2G05160;AT2G17070;AT2G22630;AT2G23410;AT2G37700;AT2G43480;AT2G46140;AT3G16410;AT3G20360;AT3G45390;AT3G49601;AT4G00080;AT4G01240;AT4G10350;AT4G11610;AT4G37070;AT4G37330;AT5G23820;AT5G26260;AT5G44585;AT5G54370;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	MYC4	28	863	454	0.00100074	0.0287118	0.454337	1	AT1G18370;AT1G23160;AT1G63010;AT1G65730;AT1G66280;AT1G73160;AT2G04100;AT2G17070;AT2G22630;AT2G23410;AT2G25980;AT2G37700;AT2G43480;AT2G46140;AT3G16410;AT3G19320;AT3G20360;AT3G49601;AT4G00080;AT4G01240;AT4G11610;AT4G15070;AT4G37070;AT5G23820;AT5G26260;AT5G54370;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	ORA47	6	768	454	0.991299	0.991299	1	1	AT2G05160;AT2G17070;AT4G00080;AT4G05160;AT4G08850;AT4G24310;
epidermis	ARR14_3ARY	ORA47_2	6	908	454	0.998405	0.998405	1	1	AT1G05280;AT1G48510;AT4G05160;AT4G10350;AT4G23570;AT4G24310;
epidermis	ARR14_3ARY	PIF3	18	832	454	0.183913	0.665479	1	1	AT1G51790;AT1G65730;AT1G66280;AT1G73160;AT2G05160;AT2G23410;AT2G43480;AT3G14470;AT3G16410;AT3G20360;AT4G01240;AT4G10350;AT5G23820;AT5G26260;AT5G44585;AT5G55660;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	PIF4	27	849	454	0.0016298	0.0391153	0.73993	1	AT1G23160;AT1G48510;AT1G51790;AT1G63010;AT1G65730;AT1G66280;AT1G73160;AT2G17070;AT2G22630;AT2G23410;AT2G37700;AT2G43480;AT2G46140;AT3G16410;AT3G20360;AT3G62280;AT4G00080;AT4G01240;AT4G11610;AT4G24310;AT4G37070;AT5G23820;AT5G26260;AT5G44585;AT5G54370;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	PIF5	18	851	454	0.209134	0.665479	1	1	AT1G12740;AT1G48510;AT1G51790;AT1G65730;AT2G04090;AT2G17070;AT2G23410;AT2G43480;AT2G46140;AT3G16410;AT3G20360;AT4G00080;AT4G01240;AT4G23570;AT4G24310;AT5G23820;AT5G44585;AT5G66870;
epidermis	ARR14_3ARY	RAP2.3	6	911	454	0.998464	0.998464	1	1	AT1G05280;AT4G05160;AT4G10350;AT4G23570;AT4G24310;AT5G66870;
epidermis	ARR14_3ARY	RAP2.3_2	9	918	454	0.976748	0.976748	1	1	AT1G05280;AT1G16630;AT2G22970;AT4G05160;AT4G10350;AT4G23570;AT4G24310;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	RAP2.3_3ARY	6	884	454	0.997847	0.997847	1	1	AT1G13510;AT2G22630;AT2G22970;AT4G10350;AT4G23570;AT4G24310;
epidermis	ARR14_3ARY	RAP2.6	4	882	454	0.999846	0.999846	1	1	AT1G05280;AT4G05160;AT4G10350;AT4G24310;
epidermis	ARR14_3ARY	RAP2.6_2	7	907	454	0.995301	0.995301	1	1	AT1G16630;AT2G16270;AT4G05160;AT4G10350;AT4G23570;AT5G58784;AT5G66870;
epidermis	ARR14_3ARY	RAP2.6_3ARY	4	824	454	0.999645	0.999645	1	1	AT1G16630;AT2G16270;AT4G05160;AT4G08850;
epidermis	ARR14_3ARY	REM1	15	819	454	0.429581	0.665479	1	1	AT1G23160;AT1G48510;AT2G22970;AT2G23410;AT3G10660;AT3G16410;AT3G28550;AT4G05160;AT4G11050;AT4G24310;AT4G25350;AT4G37340;AT5G11540;AT5G37500;AT5G44585;
epidermis	ARR14_3ARY	REM1_2	21	812	454	0.0406546	0.325237	1	1	AT1G18370;AT1G63010;AT2G05160;AT2G17070;AT2G22970;AT2G25980;AT2G37700;AT2G47550;AT3G16410;AT3G24630;AT3G28550;AT4G10350;AT4G11610;AT4G15070;AT4G24340;AT4G37070;AT5G03040;AT5G23820;AT5G26260;AT5G37500;AT5G58784;
epidermis	ARR14_3ARY	RRTF1	3	879	454	0.999971	0.999971	1	1	AT1G05280;AT4G10350;AT4G24310;
epidermis	ARR14_3ARY	RRTF1_2	8	895	454	0.986673	0.986673	1	1	AT1G16630;AT1G48510;AT2G22970;AT3G20360;AT4G10350;AT4G23570;AT4G24310;AT5G58784;
epidermis	ARR14_3ARY	RRTF1_3ARY	7	892	454	0.994418	0.994418	1	1	AT1G16630;AT1G48510;AT2G22970;AT3G20360;AT4G10350;AT4G23570;AT4G24310;
epidermis	ARR14_3ARY	RVE1	2	50	454	0.210479	0.665479	1	1	AT3G28550;AT5G57500;
epidermis	ARR14_3ARY	RVE1_2	4	357	454	0.861757	0.861757	1	1	AT1G12740;AT2G43480;AT2G47550;AT4G23570;
epidermis	ARR14_3ARY	SPL1	13	811	454	0.632523	0.665479	1	1	AT1G55420;AT2G04090;AT2G17070;AT2G23410;AT2G37700;AT3G49601;AT3G62280;AT4G15070;AT4G24310;AT4G24340;AT4G37070;AT5G44770;AT5G66870;
epidermis	ARR14_3ARY	SPL1_2	18	797	454	0.141836	0.57387	1	1	AT1G05280;AT1G55420;AT1G65481;AT1G66800;AT2G04090;AT2G17070;AT2G23410;AT2G37700;AT3G49601;AT3G62280;AT4G00080;AT4G05160;AT4G24310;AT4G25350;AT4G37070;AT5G26260;AT5G44770;AT5G66870;
epidermis	ARR14_3ARY	SPL7	11	868	454	0.879656	0.879656	1	1	AT1G55420;AT2G04090;AT2G37700;AT3G62280;AT4G05160;AT4G08850;AT4G15070;AT4G24310;AT5G26260;AT5G37500;AT5G66870;
epidermis	ARR14_3ARY	STY1	7	740	454	0.970966	0.970966	1	1	AT1G15570;AT1G79580;AT2G23410;AT3G20360;AT4G24340;AT5G44770;AT5G66870;
